"Name","year","month","city_num","pm25","lr_op","DATE","AWND","TAVG","PRCP"
"Asheville",2015,191,4,5.10004886614254,0,"2015-11",1.4,11.53,215
"Asheville",2015,192,4,5.32208708334745,0,"2015-12",1.7,11.44,225.3
"Asheville",2016,193,4,5.71160857904996,0,"2016-01",0,1.5,73
"Asheville",2016,194,4,5.31414999459021,0,"2016-02",2.1,4.59,155.2
"Asheville",2016,195,4,7.44383967487612,0,"2016-03",2,12.46,25.1
"Asheville",2016,196,4,6.81892093166111,0,"2016-04",1.6,14.98,42.4
"Asheville",2016,197,4,8.00759277431829,0,"2016-05",1.1,18.14,65.7
"Asheville",2016,198,4,9.67228665605786,0,"2016-06",0.8,23.94,20.8
"Asheville",2016,199,4,8.53273466392591,0,"2016-07",0.4,26.03,147
"Asheville",2016,200,4,6.08624692874937,0,"2016-08",0.6,25.39,111.6
"Asheville",2016,201,4,6.72535486214718,0,"2016-09",0,22.93,42.9
"Asheville",2016,202,4,6.4368139004519,0,"2016-10",0,16.83,6.6
"Asheville",2016,203,4,12.2797622815537,0,"2016-11",0,11.09,39.2
"Asheville",2016,204,4,7.28994751358516,0,"2016-12",0,5.92,55.6
"Charlotte",2000,1,5,13.8966570949221,0,"2000-01",2.6,4.31,103.4
"Charlotte",2000,10,5,20.890095346002,0,"2000-10",2,15.88,0
"Charlotte",2000,11,5,20.7135720848729,0,"2000-11",2.1,9.3,69.9
"Charlotte",2000,12,5,15.6465644153186,0,"2000-12",2.6,1.79,27.2
"Charlotte",2000,2,5,16.4236436066096,0,"2000-02",2.4,8.07,65.8
"Charlotte",2000,3,5,13.2850273399241,0,"2000-03",3,12.81,91.2
"Charlotte",2000,4,5,11.0686017350633,0,"2000-04",3.2,13.92,139.2
"Charlotte",2000,5,5,16.6393530017646,0,"2000-05",2.5,20.75,29.7
"Charlotte",2000,6,5,17.3186649389045,0,"2000-06",2.4,24.36,88.3
"Charlotte",2000,7,5,21.323097364221,0,"2000-07",2.5,24.98,37.4
"Charlotte",2000,8,5,20.4680228325748,0,"2000-08",2.3,24.73,82.7
"Charlotte",2000,9,5,12.8221457929266,0,"2000-09",2.6,20.59,147.6
"Charlotte",2001,13,5,14.8247756450049,0,"2001-01",2.4,4.83,47.5
"Charlotte",2001,14,5,14.0174339261166,0,"2001-02",2.7,8.76,55.7
"Charlotte",2001,15,5,10.5021664013592,0,"2001-03",3.3,9.26,144.3
"Charlotte",2001,16,5,15.2893637309087,0,"2001-04",2.7,16.24,30
"Charlotte",2001,17,5,16.8813338016802,0,"2001-05",2.3,20.08,67.3
"Charlotte",2001,18,5,16.6695349753057,0,"2001-06",2.3,24.22,48.4
"Charlotte",2001,19,5,17.1679088962051,0,"2001-07",2.5,24.63,57.1
"Charlotte",2001,20,5,21.5500922443927,0,"2001-08",2.2,26.45,16.5
"Charlotte",2001,21,5,15.6364790977434,0,"2001-09",2.4,20.56,109.5
"Charlotte",2001,22,5,12.0988417517158,0,"2001-10",2.3,14.47,19.8
"Charlotte",2001,23,5,16.4515559874764,0,"2001-11",2.4,13.54,21.2
"Charlotte",2001,24,5,11.1829617983939,0,"2001-12",2.3,9.03,49.9
"Charlotte",2002,25,5,12.2027102037202,0,"2002-01",2.4,6.18,119.2
"Charlotte",2002,26,5,11.6836928232828,0,"2002-02",2.8,6.79,38.9
"Charlotte",2002,27,5,13.4616521939721,0,"2002-03",2.9,10.94,113.6
"Charlotte",2002,28,5,11.8948064075884,0,"2002-04",2.9,17.94,11.1
"Charlotte",2002,29,5,14.3954855419749,0,"2002-05",2.8,18.8,106.1
"Charlotte",2002,30,5,15.6667760043489,0,"2002-06",2.4,24.57,31.4
"Charlotte",2002,31,5,23.2594965960151,0,"2002-07",2.2,26.99,30.4
"Charlotte",2002,32,5,15.919882733931,0,"2002-08",2.5,25.56,109.7
"Charlotte",2002,33,5,14.2362591822018,0,"2002-09",2.6,22.93,90
"Charlotte",2002,34,5,13.399386485835,0,"2002-10",2,16.51,138.1
"Charlotte",2002,35,5,12.6913891775355,0,"2002-11",2.1,9.12,111.4
"Charlotte",2002,36,5,14.8774034983219,0,"2002-12",2.4,4.95,126
"Charlotte",2003,37,5,12.1279832640717,0,"2003-01",2.9,2.94,49.9
"Charlotte",2003,38,5,11.653121695236,0,"2003-02",2.9,5.88,91.8
"Charlotte",2003,39,5,12.2702657093433,0,"2003-03",3,12.28,179.3
"Charlotte",2003,40,5,12.8979139193546,0,"2003-04",3,14.77,209.5
"Charlotte",2003,41,5,12.8332334012501,0,"2003-05",2.6,19.11,271.8
"Charlotte",2003,42,5,17.3271711078417,0,"2003-06",2.4,22.65,128.6
"Charlotte",2003,43,5,15.3424940117003,0,"2003-07",2.1,24.75,210.7
"Charlotte",2003,44,5,19.2060164806693,0,"2003-08",1.7,25.35,263
"Charlotte",2003,45,5,15.6285866971472,0,"2003-09",2.6,21,68.3
"Charlotte",2003,46,5,15.2166728708678,0,"2003-10",2.3,15.66,36.4
"Charlotte",2003,47,5,13.3745863855963,0,"2003-11",2.5,13.14,21.4
"Charlotte",2003,48,5,11.29955854494,0,"2003-12",2.4,4.71,60.9
"Charlotte",2004,49,5,13.0826105240376,0,"2004-01",2.8,4.27,23.3
"Charlotte",2004,50,5,14.1951157048054,0,"2004-02",2.9,4.44,90.3
"Charlotte",2004,51,5,13.0123351422153,0,"2004-03",3,12.09,41
"Charlotte",2004,52,5,12.9630776211889,0,"2004-04",2.9,15.28,34.4
"Charlotte",2004,53,5,15.7240682079304,0,"2004-05",2.3,22.3,70.6
"Charlotte",2004,54,5,16.7900895201267,0,"2004-06",2.1,23.91,208.4
"Charlotte",2004,55,5,19.1228672621637,0,"2004-07",1.8,25.51,173.8
"Charlotte",2004,56,5,17.6705043308137,0,"2004-08",2.3,23.69,138.1
"Charlotte",2004,57,5,13.7549584825218,0,"2004-09",3.4,21.72,174.6
"Charlotte",2004,58,5,17.5736254915412,0,"2004-10",2,17.26,19.3
"Charlotte",2004,59,5,12.0745682840816,0,"2004-11",2.1,11.74,79.3
"Charlotte",2004,60,5,12.3841774579017,0,"2004-12",2.5,5.53,69.8
"Charlotte",2005,61,5,12.775374391014,0,"2005-01",3,6.74,42.2
"Charlotte",2005,62,5,13.7534503155901,0,"2005-02",2.6,7.39,75
"Charlotte",2005,63,5,12.4261052026603,0,"2005-03",3,9.43,134
"Charlotte",2005,64,5,11.5732077822513,0,"2005-04",3.1,14.74,76.3
"Charlotte",2005,65,5,15.4546028006282,0,"2005-05",2.5,18.19,61.6
"Charlotte",2005,66,5,16.0767996354929,0,"2005-06",2.2,23.63,208.9
"Charlotte",2005,67,5,18.3071840381169,0,"2005-07",2,26.4,77.4
"Charlotte",2005,68,5,21.9810936941627,0,"2005-08",2,26.37,50
"Charlotte",2005,69,5,18.9349097240803,0,"2005-09",2.9,23.83,9.2
"Charlotte",2005,70,5,13.5645992172214,0,"2005-10",2.3,16.63,118.4
"Charlotte",2005,71,5,13.2977066413377,0,"2005-11",2.5,10.97,77.8
"Charlotte",2005,72,5,12.4250715334852,0,"2005-12",2.2,4.5,133.6
"Charlotte",2006,73,5,8.87843550336632,0,"2006-01",2.9,8.33,82.2
"Charlotte",2006,74,5,12.0450129555507,0,"2006-02",2.6,6.41,30
